Category,Question,Answer
FAQ BMBF-Förderung,Wann sind die Jahressonderzahlungen anteilig abrechenbar?,Die Jahressonderzahlung kann nur entsprechend dem Verursachungsanteil im Bewilligungszeitraum des geförderten Vorhabens (x/12; sog. Zwölftel-Regelung) und sofern die Auszahlung spätestens bis zur …
FAQ BMBF-Förderung,Wann soll der Finanzierungsplan eingereicht werden?,Eine erste Abschätzung der für ein Vorhaben anfallenden Kosten bzw. Ausgaben ist dem Projektkoordinator für die Einreichung der Skizze zur Verfügung zu stellen. Die detaillierte Kalkulation der …
FAQ BMBF-Förderung,"Wann und wie erfahren die Zuwendungsempfänger, dass die Mittelverschiebung genehmigt wurde?",Mittelverschiebungen sind vom Zuwendungsempfänger zu beantragen. Bei einem Mehrbedarf im Kalenderjahr kann das auch über eine Zahlungsanforderung geschehen. Die Änderungen in der jährlichen …
FAQ BMBF-Förderung,Wann werden Brutto- oder Nettoausgaben im Projekt anerkannt?,"Ob Brutto- und Nettoausgaben beantragt bzw. abgerechnet werden können, hängt davon ab, ob der/die Zuwendungsempfänger:in vorsteuerabzugsberechtigt ist oder nicht. Wenn eine Vorsteuerabzugsberechtigung …"
FAQ BMBF-Förderung,Warum ist die Erstellung einer Zahlungsanforderung trotz eines existierenden profi-Online Zugangs nicht möglich?,Beim Abrufverfahren ist ein profi-Online Zugriff allein nicht ausreichend. Zusätzlich dazu muss der Nutzer/ die Nutzerin die Rolle „profi-Online-Benutzerverwaltung“ beantragen und dafür freigeschaltet …
FAQ BMBF-Förderung,Warum wird der Verwendungsnachweis von einer dritten Firma geprüft?,"Die FILINA Innovation + Technik GmbH ist eine Tochterfirma der VDI/VDE Innovation + Technik GmbH. Um die Prüfung von Verwendungsnachweisen schnellstmöglich durchführen zu können, unterstützt die …"
FAQ BMBF-Förderung,Warum wurden die Mittel für das Projekt nicht entsprechend des geplanten Mittelbedarfs festgelegt?,"Im Erstbescheid ist eine jährliche Bereitstellung der Mittel entsprechend des Antrags aus haushaltstechnischen Gründen häufig nicht möglich. In jedem Jahr wird allerdings mehrmals geprüft, ob die …"
FAQ BMBF-Förderung,Was bedeutet pauschalierte Abrechnung?,"Die pauschalierte Abrechnung ist eine Abrechnung auf Kostenbasis. Voraussetzung ist, dass der Zuwendungsempfänger auf Kostenbasis gefördert werden kann. Sie stellt eine Möglichkeit dar, die Abrechnung …"
FAQ BMBF-Förderung,Was ist der Unterschied zwischen Antragsteller:innen und Vertragspartner:innen?,Der Antragstellenden werden nach erfolgreicher Prüfung des Antrages zu Zuwendungsempfänge:innen. Die Vertragspartner:innen sind beispielsweise ein(e) Unterauftragnehmer:in des Antragstellers (der …
FAQ BMBF-Förderung,Was ist die AGVO?,"Die Allgemeine Gruppenfreistellungsverordnung (AGVO) regelt, dass bestimmte staatliche Fördermaßnahmen von den Mitgliedstaaten ohne weitere Genehmigung durch die Europäische Kommission umgesetzt …"
FAQ BMBF-Förderung,Was ist die maximale Zuwendung für KMU Innovativ?,"Sollte die Höhe der Zuwendung beschränkt sein, ist dies der Förderbekanntmachung zu entnehmen. Ist hier keine Einschränkung zu finden, werden die Anträge rein nach Ihrer Qualität bewertet."
FAQ BMBF-Förderung,Was ist ein Sachbericht?,"Ein Sachbericht ist ein Kurzbericht (ca. zwei Seiten DIN A4), welcher in allgemeinverständlicher Form das Ziel, den Inhalt, das Ergebnis und die Aussagen zum konkreten Nutzen bzw …"
FAQ BMBF-Förderung,Was ist ein Verwendungsnachweis?,Gemäß den Nebenbestimmungen ist die Verwendung der Zuwendung i.d.R. innerhalb von sechs Monaten nach dem Ende des Bewilligungszeitraums nachzuweisen. Dafür ist ein Verwendungsnachweis (VN) …
FAQ BMBF-Förderung,Was ist eine N.N. Stelle?,"Werden Anträge auf Ausgabenbasis gestellt, ist im Antrag anzugeben, ob das beantragte Personal namentlich bekannt ist oder namentlich noch nicht bekannt ist. Um namentlich nicht bekanntes Personal (N …"
FAQ BMBF-Förderung,"Was kann in der Zahlungsanforderung zum 3. Quartal abgerechnet werden, wenn nicht alle Daten für den Abrechnungszeitraum verfügbar sind?","Sie können nur das abrechnen, was Ihnen als Abrechnungen bzw. an Rechnungsunterlagen zur Verfügung stehen. Dabei ist der 15.10. das Einreichungsdatum. Es darf also nur das abgerechnet werden, was auch …"
FAQ BMBF-Förderung,Was passiert bei fehlerhafter Abrechnung seitens des Ast?,Im Falle einer fehlerhaften Abrechnung (z.B. Abrechnung in einer falschen Position) kontaktieren Sie bitte umgehend Ihre/n zuständige/n Betreuer/in.
FAQ BMBF-Förderung,Was passiert bei überhöhter Mittelanforderung?,"Eine Mittelanforderung, die den tatsächlichen Mittelbedarf in dem entsprechenden Jahr übersteigt, führt zu einem positiven Kassenbestand im Zwischennachweis. In einem solchen Fall ist zu prüfen, ob …"
FAQ BMBF-Förderung,Was passiert mit bewilligten und angeschafften Gegenständen nach dem Projektende?,"Nach Ablauf des Bewilligungszeitraums kann über die Gegenstände, die mit Hilfe der Zuwendung erworben oder hergestellt werden wie folgt verfahren werden: deren Wert 800 € im Einzelfall (Pos. 0831 des …"
FAQ BMBF-Förderung,"Was passiert mit den Fördermitteln, die im aktuellen Kalenderjahr nicht abgerufen worden sind bzw. wenn ein Mehrbedarf besteht?","In der Regel besteht die Möglichkeit, nicht benötigte Mittel in die Folgejahre zu verschieben. Dafür ist eine zeitnahe Mitteilung an den Projektträger erforderlich. Ein Mehr- oder Minderbedarf an …"
FAQ BMBF-Förderung,"Was passiert mit Mitteln, die nicht abgerufen oder ausgegeben werden?","Sie können über Easy-Online in den Haushaltsdaten einen Antrag auf Mittelumwidmung stellen. Der ist soll ausreichend zu begründen werden. Wird dem Antrag zugestimmt, erhalten Sie einen …"
FAQ BMBF-Förderung,"Was passiert, wenn die Kosten/Ausgaben beim Mittelabruf in der falschen Kategorie abgerechnet wurden?","Im Laufe des Projektes aufgetretene Fehler in der Zuordnung können mit den Zwischennachweisen und spätestens mit dem Verwendungsnachweis noch korrigiert werden, da hier alle Kosten/Ausgaben des …"
FAQ BMBF-Förderung,"Was passiert, wenn ich keinen Kooperationsvertrag bei der Antragstellung einreichen kann?",Die Zusammenarbeit in einem Verbundprojekt regeln die Partner:innen in einer schriftliche Kooperationsvereinbarung. Wenn die Vereinbarung zum Zeitpunkt der Antragstellung noch nicht geschlossen wurde …
FAQ BMBF-Förderung,"Was passiert, wenn mein Vorhaben nicht zur Fördermaßnahme passt?","Die Antragsteller:innen haben im Vorfeld die Möglichkeit, die Förderberatung des Bundes in Anspruch zu nehmen. E-Mail: beratung@foerderinfo.bund.de Internet: www.foerderinfo.bund.de Gebührenfreie …"
FAQ BMBF-Förderung,Was sind Gemeinkosten?,"Als Gemeinkosten werden Kosten bezeichnet, die sich im Unternehmen nicht einem bestimmten Kostenträger bzw. einer Kostenstelle zuordnen lassen. Der Gegenbegriff zu den Gemeinkosten sind die …"
FAQ BMBF-Förderung,Was sind Personenmonate?,"Ein Personenmonat ist die durchschnittliche produktive Arbeitszeit in Stunden, die von einer Person in einem Kalendermonat erbracht wird (ausgehend von einer Vollzeitstelle unter Berücksichtigung von …"
FAQ BMBF-Förderung,Was soll der Inhalt meiner Unterlagen sein?,In der Vorhabenbeschreibung müssen alle relevanten Informationen enthalten sein. Diese beinhaltet eine ausführliche Darstellung des Projektinhalts mit Begründung und Beschreibung der Zielstellung des …
FAQ BMBF-Förderung,Was steckt hinter dem Begriff „Computerhardware“?,"Der Begriff „Computerhardware“ umfasst Computer, Desktop-Computer, Notebook-Computer, Desktop-Thin-Clients, Workstations, Dockingstations, externe Speicher- und Datenverarbeitungsgeräte (Small-Scale …"
FAQ BMBF-Förderung,Welche anderen Dokumente können (ggf. alternativ zum Arbeitsvertrag) die Personalkosten belegen?,"Für die Vorlage des Verwendungsnachweises sind die mit einzureichenden Beleglisten ausreichend. Im Fall einer vertieften Prüfung sind weitere, die Personalausgaben betreffende Nachweise vorzulegen …"
FAQ BMBF-Förderung,Welche Ausgaben bzw. Kosten können beantragt werden?,"Welche Kostenkategorien für Beihilfen an Unternehmen beantragt werden können, richtet sich nach den in der jeweiligen im Bundesanzeiger veröffentlichten Bekanntmachung zugelassenen Artikeln der …"
FAQ BMBF-Förderung,Welche Dienstreisen dürfen abgerechnet werden?,"Grundsätzlich sind nur projektbezogene Reisen von im Projekt in den Personalausgaben abgerechneten Mitarbeitenden zuwendungsfähig. Ausnahmen sind projektbezogene Reisen, die von im Projekt …"
FAQ BMBF-Förderung,Welche Dokumente werden zum Projektabschluss benötigt?,"Auf der folgenden Seiten finden Sie alle Informationen und benötigten Unterlagen für den Projektabschluss. Sollten Sie Ihre Anträge auf Kostenbasis stellen, hier geht es zu Verwendungsnachweise auf …"
FAQ BMBF-Förderung,Welche Förderquoten sind für Zuwendungsempfänger:innen möglich?,Die maximal mögliche Höhe der Förderquote wird in der Regel in der jeweiligen Förderrichtlinie bekannt gegeben. Die Höhe liegt im förderpolitischen Ermessen des zuständigen Fachministeriums. Maßgebend …
FAQ BMBF-Förderung,Welche Inhalte sollen im Kooperationsvertrag enthalten sein?,"Im Formularschrank des Bundes ist ein ""Merkblatt für Antragsteller/Zuwendungsempfänger zur Zusammenarbeit der Partner von Verbundprojekten"" verfügbar mit Hinweisen zum Kooperationsvertrag. Eine …"
FAQ BMBF-Förderung,Welche Kosten/Ausgaben können bei der Inflationsausgeichsprämie abgerechnet werden?,"Sobald eine tarifvertragliche Regelung zur Auszahlung der Inflationsausgleichsprämie (IAP) den Arbeitgeber rechtlich bindet, ist –vorbehaltlich der konkreten Ausgestaltung dieser Regelung – …"
FAQ BMBF-Förderung,Welche Laufzeit hat ein Förderprojekt?,"Die Laufzeit ist der Leistungszeitraum, in dem ein Förderprojekt durchgeführt wird und entspricht dem Bewilligungszeitraum. Die Länge der Laufzeit ergibt sich u.a. aus dem Arbeitsplan des Projekts und …"
FAQ BMBF-Förderung,Welche Nebenbestimmungen und Richtlinien gelten?,"Die geltenden Richtlinien und Nebenbestimmungen sind der im Bundesanzeiger veröffentlichten Förderrichtlinie zu entnehmen. Das BMBF fördert grundsätzlich nach den ""Nebenbestimmungen für Zuwendungen …"
FAQ BMBF-Förderung,Welche Personalausgaben sind förderfähig und können in der Vorkalkulation beantragt werden?,"Ausgabenförderung Nur tariflich bzw. arbeitsvertraglich festgeschriebene Gehälter sind bei der Antragstellung anzusetzen. Wenn das Personal noch nicht bekannt ist, sind die Obergrenze für NN-Personal …"
FAQ BMBF-Förderung,Welche Projektbeteiligten dürfen Reisekosten abrechnen?,"In Vorhaben, die auf Kostenbasis abrechnen, sind nur für im Projekt beteiligte und in den Personalkosten abgerechnete Mitarbeitende projektbezogene Reisen abrechenbar. In Vorhaben auf Ausgabenbasis …"
FAQ BMBF-Förderung,Welche Reisen können im Projekt abgerechnet werden?,"Ausgaben/Kosten für Reisen, die in unmittelbarem Projektkontext stehen und für das Vorhaben erforderlich sind, können als förderfähige Ausgaben/Kosten geltend gemacht werden. Bei Anträgen von …"
FAQ BMBF-Förderung,Welche Unterlagen muss ich einreichen?,"Welches Formular für Sie das richtige ist, teilt Ihnen der Projektträger mit der Aufforderung zur Antragstellung mit. Folgende Unterlagen sind im Rahmen der Antragstellung einzureichen: Antrag mit …"
FAQ BMBF-Förderung,Welche Verordnung gilt bei der Reisekostenabrechnung?,"Bitte richten Sie sich nach dem Bundesreisekostengesetz, wenn Sie nach Reisekostenabrechnung suchen."
FAQ BMBF-Förderung,Welchen Umfang soll/darf die Vorhabenbeschreibung haben?,Der Umfang richtet sich nach Ihrem Vorhaben. Bitte verwenden Sie diese Vorlage .
FAQ BMBF-Förderung,Welcher Gemeinkostenzuschlag ist bei der pauschalierten Abrechnung erlaubt?,Derzeit ist die Beantragung der pauschalierten Abrechnung nur mit Einschränkungen möglich. Die bisher gemäß NKBF2017 gewährte Pauschale ist bei Neubewilligung aufgrund einer AGVO-Änderung nicht mehr …
FAQ BMBF-Förderung,Welcher TVöD Satz beim Besserstellungsverbot ist bei der Abrechnung zu berücksichtigen?,"Wenn die Gesamtausgaben des Zuwendungsempfängers überwiegend aus Zuwendungen der öffentlichen Hand bestritten werden, darf er seine Beschäftigten nicht besser stellen als vergleichbare …"
FAQ BMBF-Förderung,Wer erhält die Projektpauschale?,Hochschulen (staatliche und nicht staatliche) und Universitätskliniken (unabhängig von der Rechtsform) können für Forschungsvorhaben ergänzend zu dem Zuschuss zu den zuwendungsfähigen Ausgaben …
FAQ BMBF-Förderung,Wer kann rechtsverbindlich unterschreiben?,"Bitte erfragen Sie intern, welche Personen Ihres Unternehmens/ Ihrer Hochschule eine rechtsverbindliche Unterschrift leisten können. Für Unternehmen: Sie finden die Angaben im Handelsregisterauszug …"
FAQ BMBF-Förderung,Wer legt die Obergrenze für die Personalkosten fest?,Die voraussichtlichen Personalausgaben (ausgenommen Zuwendungen an Unternehmen der gewerblichen Wirtschaft) sind von den Antragstellern grundsätzlich individuell und bedarfsgerecht zu ermitteln. Für …
FAQ BMBF-Förderung,"Wer schaltet die Zugänge für ""profi-Online"" frei?",Der Antrag auf profi-online ist der VDIVDE IT GmbH zuzusenden. Die für Ihr Vorhaben zuständigen Mitarbeitenden schaltet diesen dann frei.
FAQ BMBF-Förderung,Wie ausführlich ist ein Verwendungsnachweis?,Der Antragsteller wird nach erfolgreicher Prüfung des Antrages zum Zuwendungsempfänger. Ein Vertragspartner ist beispielsweise ein Unterauftragnehmer des Antragstellers (des zukünftigen …
FAQ BMBF-Förderung,Wie benachrichtige ich den Projektträger bei einem verzögerten Projektstart?,"Sollte es im Vorhaben zu Verzögerungen nach Projektstart kommen, sollten Sie dies dem Betreuungsteam beim Projektträger per E-Mail mitteilen. Eventuelle Verzögerungen und daraus folgende Konsequenzen …"
FAQ BMBF-Förderung,Wie erfolgt eine Laufzeitverlängerung?,vor ursprünglichem Laufzeitende zu beantragen und zu begründen. Bei Zustimmung des PT erfolgt Freigabe durch Änderungsbescheid. Bei Laufzeitverlängerungen länger als 3 Monate ist zusätzlich eine …
FAQ BMBF-Förderung,Wie geht man bei einem frühzeitigen Projektaustritt um?,Ein vorzeitiger Projektaustritt ist rechtzeitig den Verbundpartnern und dem Projektträger mitzuteilen. Das weitere Vorgehen muss dann gemeinsam besprochen werden.
FAQ BMBF-Förderung,"Wie geht man vor, wenn es zu Mehr- oder auch Minderkosten im Vergleich zur Vorkalkulation kommt?",Mehr- oder Minderbedarfe im Vergleich zur bewilligten Vorkalkulation/Gesamtfinanzierungsplan in den einzelnen Positionen können eigenverantwortlich bis zu einer Höhe von 20% gemanagt werden. Die …
FAQ BMBF-Förderung,Wie hoch darf eine leistungsbezogene Zulage sein?,"Nur Zulagen, die im Tarifvertrag vereinbart sind, und natürlich auch gezahlt werden, können beantragt und auch abgerechnet werden."
FAQ BMBF-Förderung,Wie hoch dürfen die Kosten/Ausgaben für FuE-Unteraufträge sein?,"Die Ausgaben/Kosten für FuE-Unteraufträge sollten nicht höher sein, als die Aufwendungen für die eigenen FuE-Aktivitäten in den Personalausgaben/kosten."
FAQ BMBF-Förderung,Wie hoch sind die Gemeinkosten anzusetzen in einer AZK Abrechnung?,"Die Gemeinkosten bei der Abrechnung nach PreisLS sind sachgerecht von jedem Zuwendungsempfänger zu ermitteln. Bitte schauen Sie sich hierzu die NKBF2017 Nr. 2.2.1 in Verbindung mit den ""Leitsätzen für …"
FAQ BMBF-Förderung,Wie kann die Bonität nachgewiesen werden?,"Zweck einer Bonitätsprüfung ist es, vor Gewährung von Zuwendungen sicherzustellen, dass der Antragsteller in der Lage ist, den notwendigen Eigenanteil an der Finanzierung des geplanten Projektes …"
FAQ BMBF-Förderung,Wie kann ein Förderprojekt frühzeitig beendet werden?,"Sollten die Arbeiten in einem Teilvorhaben bereits erfolgreich abgeschlossen sein bevor die Laufzeit endet, kann in begründeten Ausnahmefällen ein Antrag auf Laufzeitänderung eingereicht werden. Eine …"
FAQ BMBF-Förderung,Wie kann eine später stattfindende Tariferhöhung im Projekt finanziert werden?,Bei der Antragstellung für eine Projektförderung können nur tariflich festgeschriebene Gehaltssteigerungen für die Folgejahre anerkannt werden. Wenn sich ein Mehrbedarf an Personalausgaben aufgrund …
